age,annualincome,calldroprate,callfailurerate,callingnum,customerid,customersuspended,education,gender,homeowner,maritalstatus,monthlybilledamount,noadditionallines,numberofcomplaints,numberofmonthunpaid,numdayscontractequipmentplanexpiring,occupation,penaltytoswitch,state,totalminsusedinlastmonth,unpaidbalance,usesinternetservice,usesvoiceservice,percentagecalloutsidenetwork,totalcallduration,avgcallduration,churn,year,month
38,194724,0.04,0.03,4251089753,5000,Yes,Master or equivalent,Female,Yes,Single,35,\N,0,0,90,Others,384,FL,472,127,No,No,0.72,7485,935,0,2015,2
68,55625,0.02,0.03,4251089538,5001,Yes,Master or equivalent,Male,Yes,Single,93,\N,1,6,8,Others,56,HI,169,142,No,No,0.18,3172,1057,0,2015,1
68,55625,0.02,0.03,4251089538,5001,Yes,Master or equivalent,Male,Yes,Single,93,\N,1,6,8,Others,56,HI,169,142,No,No,0.18,1158,579,0,2015,2
68,55625,0.02,0.03,4251089538,5001,Yes,Master or equivalent,Male,Yes,Single,93,\N,1,6,8,Others,56,HI,169,142,No,No,0.18,524,524,0,2015,3
16,53654,0.04,0.01,4251030757,5002,Yes,High School or below,Male,Yes,Married,100,\N,0,4,49,Others,416,NV,173,2,No,Yes,0.39,1347,449,0,2015,1
16,53654,0.04,0.01,4251030757,5002,Yes,High School or below,Male,Yes,Married,100,\N,0,4,49,Others,416,NV,173,2,No,Yes,0.39,3660,915,0,2015,2
46,164554,0.02,0.01,4251021339,5003,Yes,High School or below,Female,No,Married,38,\N,1,1,67,Others,89,NJ,369,17,No,No,0.85,3992,665,0,2015,1
46,164554,0.02,0.01,4251021339,5003,Yes,High School or below,Female,No,Married,38,\N,1,1,67,Others,89,NJ,369,17,No,No,0.85,3426,856,0,2015,2
62,162583,0.04,0.03,4251050003,5004,Yes,High School or below,Male,No,Single,46,\N,3,7,8,Others,449,WA,373,127,No,No,0.06,1106,1106,0,2015,1
62,162583,0.04,0.03,4251050003,5004,Yes,High School or below,Male,No,Single,46,\N,3,7,8,Others,449,WA,373,127,No,No,0.06,4646,929,0,2015,2
25,23483,0.03,0.03,4251016071,5005,Yes,High School or below,Female,Yes,Married,104,\N,1,4,26,Others,121,WI,70,142,No,No,0.51,1646,548,0,2015,2
40,21512,0.05,0.01,4251095763,5006,Yes,Bachelor or equivalent,Female,Yes,Single,111,\N,3,2,67,Others,481,IA,73,2,No,No,0.72,3611,601,0,2015,1
40,21512,0.05,0.01,4251095763,5006,Yes,Bachelor or equivalent,Female,Yes,Single,111,\N,3,2,67,Others,481,IA,73,2,No,No,0.72,3530,588,0,2015,2
71,132413,0.03,0.01,4251071257,5007,Yes,Bachelor or equivalent,Male,Yes,Single,49,\N,0,7,85,Others,154,KY,270,17,No,No,0.18,5697,712,0,2015,1
71,132413,0.03,0.01,4251071257,5007,Yes,Bachelor or equivalent,Male,Yes,Single,49,\N,0,7,85,Others,154,KY,270,17,No,No,0.18,3117,1039,0,2015,2
19,130442,0.05,0.03,4251059088,5008,Yes,Bachelor or equivalent,Male,Yes,Married,56,\N,3,5,26,Others,14,ND,273,127,No,No,0.39,6492,721,0,2015,1
19,130442,0.05,0.03,4251059088,5008,Yes,Bachelor or equivalent,Male,Yes,Married,56,\N,3,5,26,Others,14,ND,273,127,No,No,0.39,3155,788,0,2015,2
49,241342,0.03,0.03,4251092945,5009,Yes,Master or equivalent,Female,No,Married,114,\N,0,2,44,Others,186,OK,470,142,No,No,0.85,4321,864,0,2015,1
49,241342,0.03,0.03,4251092945,5009,Yes,Master or equivalent,Female,No,Married,114,\N,0,2,44,Others,186,OK,470,142,No,No,0.85,3844,961,0,2015,2
65,239371,0.05,0.01,4251028218,5010,Yes,PhD or equivalent,Male,Yes,Married,2,\N,3,0,85,Others,46,AZ,474,2,No,No,0.06,3855,771,0,2015,1
65,239371,0.05,0.01,4251028218,5010,Yes,PhD or equivalent,Male,Yes,Married,2,\N,3,0,85,Others,46,AZ,474,2,No,No,0.06,5439,906,0,2015,2
65,239371,0.05,0.01,4251028218,5010,Yes,PhD or equivalent,Male,Yes,Married,2,\N,3,0,85,Others,46,AZ,474,2,No,No,0.06,1063,1063,0,2015,3
27,100271,0.03,0.01,4251042080,5011,Yes,High School or below,Female,Yes,Married,60,\N,0,5,3,Others,219,CA,171,17,No,No,0.52,4504,750,0,2015,1
27,100271,0.03,0.01,4251042080,5011,Yes,High School or below,Female,Yes,Married,60,\N,0,5,3,Others,219,CA,171,17,No,No,0.52,3102,775,0,2015,2
43,98300,0.05,0.03,4251067557,5012,Yes,High School or below,Female,Yes,Single,67,\N,2,3,43,Others,79,MA,174,127,No,No,0.73,2337,584,0,2015,1
43,98300,0.05,0.03,4251067557,5012,Yes,High School or below,Female,Yes,Single,67,\N,2,3,43,Others,79,MA,174,127,No,No,0.73,2406,802,0,2015,2
74,209201,0.04,0.03,4251043922,5013,Yes,High School or below,Male,Yes,Single,5,\N,0,1,62,Others,251,MN,371,142,No,No,0.18,2098,524,0,2015,1
74,209201,0.04,0.03,4251043922,5013,Yes,High School or below,Male,Yes,Single,5,\N,0,1,62,Others,251,MN,371,142,No,No,0.18,542,542,0,2015,2
21,207230,0.06,0.01,4251014675,5014,Yes,High School or below,Male,Yes,Married,13,\N,2,6,2,Others,112,SC,374,2,No,No,0.39,1225,1225,1,2015,1
21,207230,0.06,0.01,4251014675,5014,Yes,High School or below,Male,Yes,Married,13,\N,2,6,2,Others,112,SC,374,2,No,No,0.39,4489,897,1,2015,2
52,68130,0.04,0.01,4251016567,5015,Yes,Bachelor or equivalent,Female,Yes,Single,71,\N,3,4,21,Others,284,TN,71,17,Yes,Yes,0.85,2854,713,0,2015,1
52,68130,0.04,0.01,4251016567,5015,Yes,Bachelor or equivalent,Female,Yes,Single,71,\N,3,4,21,Others,284,TN,71,17,Yes,Yes,0.85,755,755,0,2015,2
68,66159,0.06,0.03,4251073801,5016,Yes,Bachelor or equivalent,Male,Yes,Married,78,\N,2,1,61,Others,144,FL,75,126,No,No,0.06,2191,547,0,2015,1
68,66159,0.06,0.03,4251073801,5016,Yes,Bachelor or equivalent,Male,Yes,Married,78,\N,2,1,61,Others,144,FL,75,126,No,No,0.06,5412,773,0,2015,2
30,177060,0.04,0.03,4251044883,5017,Yes,Bachelor or equivalent,Female,No,Married,16,\N,3,7,80,Others,316,HI,272,141,No,No,0.52,3802,422,0,2015,1
30,177060,0.04,0.03,4251044883,5017,Yes,Bachelor or equivalent,Female,No,Married,16,\N,3,7,80,Others,316,HI,272,141,No,No,0.52,1464,366,0,2015,2
46,175089,0.06,0.01,4251046518,5018,Yes,Master or equivalent,Female,No,Single,23,\N,1,4,20,Others,177,NE,275,1,No,No,0.73,3446,861,0,2015,1
46,175089,0.06,0.01,4251046518,5018,Yes,Master or equivalent,Female,No,Single,23,\N,1,4,20,Others,177,NE,275,1,No,No,0.73,3403,680,0,2015,2
76,35989,0.04,0.01,4251023978,5019,Yes,PhD or equivalent,Male,Yes,Single,81,\N,3,2,39,Others,349,NH,472,16,No,No,0.18,1929,482,0,2015,1
76,35989,0.04,0.01,4251023978,5019,Yes,PhD or equivalent,Male,Yes,Single,81,\N,3,2,39,Others,349,NH,472,16,No,No,0.18,5017,1003,0,2015,2
24,34018,0.06,0.03,4251056101,5020,Yes,High School or below,Female,Yes,Single,89,\N,1,7,79,Others,209,VA,475,126,No,No,0.39,3149,629,0,2015,1
24,34018,0.06,0.03,4251056101,5020,Yes,High School or below,Female,Yes,Single,89,\N,1,7,79,Others,209,VA,475,126,No,No,0.39,7754,861,0,2015,2
55,144918,0.05,0.03,4251035855,5021,Yes,High School or below,Female,Yes,Single,27,\N,2,5,98,Others,382,WV,172,141,No,No,0.85,1717,858,0,2015,1
55,144918,0.05,0.03,4251035855,5021,Yes,High School or below,Female,Yes,Single,27,\N,2,5,98,Others,382,WV,172,141,No,No,0.85,2949,368,0,2015,2
71,142947,0.07,0.01,4251089072,5022,Yes,High School or below,Male,Yes,Married,34,\N,1,2,38,Others,242,IA,176,1,No,No,0.06,2396,479,0,2015,1
71,142947,0.07,0.01,4251089072,5022,Yes,High School or below,Male,Yes,Married,34,\N,1,2,38,Others,242,IA,176,1,No,No,0.06,3466,693,0,2015,2
33,3848,0.05,0.01,4251075163,5023,Yes,High School or below,Female,No,Married,92,\N,2,0,57,Others,414,KY,373,16,No,No,0.52,3721,744,0,2015,1
33,3848,0.05,0.01,4251075163,5023,Yes,High School or below,Female,No,Married,92,\N,2,0,57,Others,414,KY,373,16,No,No,0.52,3823,637,0,2015,2
49,1877,0.07,0.03,4251010373,5024,Yes,Bachelor or equivalent,Female,Yes,Single,100,\N,1,5,97,Others,274,NC,376,126,No,Yes,0.73,9117,828,0,2015,1
49,1877,0.07,0.03,4251010373,5024,Yes,Bachelor or equivalent,Female,Yes,Single,100,\N,1,5,97,Others,274,NC,376,126,No,Yes,0.73,3759,939,0,2015,2
79,112777,0.05,0.03,4251080667,5025,Yes,Bachelor or equivalent,Male,Yes,Married,37,\N,2,3,16,Others,447,OH,73,141,No,No,0.18,3960,792,0,2015,1
79,112777,0.05,0.03,4251080667,5025,Yes,Bachelor or equivalent,Male,Yes,Married,37,\N,2,3,16,Others,447,OH,73,141,No,No,0.18,3560,712,0,2015,2
27,110806,0.07,0.01,4251097774,5026,Yes,Master or equivalent,Female,Yes,Single,45,\N,0,0,56,Others,307,AK,76,1,No,No,0.4,3456,864,0,2015,1
27,110806,0.07,0.01,4251097774,5026,Yes,Master or equivalent,Female,Yes,Single,45,\N,0,0,56,Others,307,AK,76,1,No,No,0.4,924,308,0,2015,2
57,221706,0.05,0.01,4251051679,5027,Yes,Master or equivalent,Male,Yes,Single,103,\N,2,6,74,Others,479,AR,273,16,No,No,0.85,1358,679,0,2015,1
57,221706,0.05,0.01,4251051679,5027,Yes,Master or equivalent,Male,Yes,Single,103,\N,2,6,74,Others,479,AR,273,16,No,No,0.85,1953,390,0,2015,2
73,219735,0.07,0.03,4251032470,5028,Yes,High School or below,Male,Yes,Married,110,\N,0,3,15,Others,339,MA,277,126,No,No,0.06,864,432,0,2015,1
73,219735,0.07,0.03,4251032470,5028,Yes,High School or below,Male,Yes,Married,110,\N,0,3,15,Others,339,MA,277,126,No,No,0.06,1565,782,0,2015,2
36,80636,0.06,0.03,4251086406,5029,Yes,High School or below,Female,Yes,Married,48,\N,1,1,33,Others,12,MN,473,141,No,No,0.52,4028,503,0,2015,1
52,78665,0,0.01,4251094776,5030,Yes,High School or below,Female,Yes,Married,56,\N,0,7,74,Others,372,RI,477,1,No,No,0.73,5010,501,0,2015,1
52,78665,0,0.01,4251094776,5030,Yes,High School or below,Female,Yes,Married,56,\N,0,7,74,Others,372,RI,477,1,No,No,0.73,4371,874,0,2015,2
14,189565,0.06,0.01,4251028870,5031,Yes,High School or below,Male,Yes,Married,114,\N,1,4,92,Technology Related Job,44,SD,174,16,No,No,0.19,3319,553,0,2015,1
14,189565,0.06,0.01,4251028870,5031,Yes,High School or below,Male,Yes,Married,114,\N,1,4,92,Technology Related Job,44,SD,174,16,No,No,0.19,1394,464,0,2015,2
30,187594,0,0.03,4251022549,5032,Yes,Bachelor or equivalent,Female,No,Single,1,\N,0,2,33,Others,405,DE,177,126,No,No,0.4,609,304,0,2015,1
30,187594,0,0.03,4251022549,5032,Yes,Bachelor or equivalent,Female,No,Single,1,\N,0,2,33,Others,405,DE,177,126,No,No,0.4,2366,788,0,2015,2
30,187594,0,0.03,4251022549,5032,Yes,Bachelor or equivalent,Female,No,Single,1,\N,0,2,33,Others,405,DE,177,126,No,No,0.4,488,488,0,2015,3
60,48494,0.06,0.03,4251083753,5033,Yes,Bachelor or equivalent,Male,Yes,Single,59,\N,1,7,51,Technology Related Job,77,GA,374,141,No,No,0.85,5165,573,0,2015,2
60,48494,0.06,0.03,4251083753,5033,Yes,Bachelor or equivalent,Male,Yes,Single,59,\N,1,7,51,Technology Related Job,77,GA,374,141,No,No,0.85,897,897,0,2015,3
76,46523,0,0.01,4251033447,5034,Yes,Master or equivalent,Male,Yes,Married,66,\N,3,5,92,Others,437,NE,377,1,No,No,0.06,3888,555,0,2015,1
76,46523,0,0.01,4251033447,5034,Yes,Master or equivalent,Male,Yes,Married,66,\N,3,5,92,Others,437,NE,377,1,No,No,0.06,2905,581,0,2015,2
38,157424,0.06,0.01,4251071705,5035,Yes,Master or equivalent,Female,Yes,Married,4,\N,1,2,10,Technology Related Job,109,NH,74,16,No,No,0.52,1135,567,0,2015,1
38,157424,0.06,0.01,4251071705,5035,Yes,Master or equivalent,Female,Yes,Married,4,\N,1,2,10,Technology Related Job,109,NH,74,16,No,No,0.52,2469,823,0,2015,2
54,155453,0,0.03,4251020182,5036,Yes,High School or below,Female,Yes,Married,12,\N,3,0,51,Others,470,VA,78,126,No,No,0.73,1641,820,0,2015,1
54,155453,0,0.03,4251020182,5036,Yes,High School or below,Female,Yes,Married,12,\N,3,0,51,Others,470,VA,78,126,No,No,0.73,9079,756,0,2015,2
17,16353,0.07,0.03,4251073027,5037,Yes,High School or below,Male,No,Married,70,\N,0,5,69,Technology Related Job,142,WA,275,141,No,Yes,0.19,1366,341,0,2015,2
33,14382,0.01,0.01,4251044951,5038,Yes,High School or below,Female,Yes,Single,77,\N,3,3,10,Others,2,IN,278,1,No,No,0.4,1415,471,0,2015,1
33,14382,0.01,0.01,4251044951,5038,Yes,High School or below,Female,Yes,Single,77,\N,3,3,10,Others,2,IN,278,1,No,No,0.4,8288,920,0,2015,2
33,14382,0.01,0.01,4251044951,5038,Yes,High School or below,Female,Yes,Single,77,\N,3,3,10,Others,2,IN,278,1,No,No,0.4,306,306,0,2015,3
63,125283,0.07,0.01,4251044221,5039,Yes,High School or below,Male,Yes,Single,15,\N,0,0,28,Technology Related Job,175,KS,475,16,No,No,0.85,8468,769,0,2015,1
63,125283,0.07,0.01,4251044221,5039,Yes,High School or below,Male,Yes,Single,15,\N,0,0,28,Technology Related Job,175,KS,475,16,No,No,0.85,2760,552,0,2015,2
79,123312,0.01,0.03,4251061447,5040,Yes,Bachelor or equivalent,Male,Yes,Single,23,\N,2,6,68,Others,35,NC,478,126,Yes,No,0.07,4533,755,0,2015,1
79,123312,0.01,0.03,4251061447,5040,Yes,Bachelor or equivalent,Male,Yes,Single,23,\N,2,6,68,Others,35,NC,478,126,Yes,No,0.07,1229,1229,0,2015,2
41,234212,0.07,0.03,4251059064,5041,No,Bachelor or equivalent,Female,Yes,Single,81,\N,0,4,87,Technology Related Job,207,OH,175,141,No,No,0.52,2144,357,0,2015,1
41,234212,0.07,0.03,4251059064,5041,No,Bachelor or equivalent,Female,Yes,Single,81,\N,0,4,87,Technology Related Job,207,OH,175,141,No,No,0.52,1809,603,0,2015,2
57,232241,0.01,0.01,4251089385,5042,Yes,Bachelor or equivalent,Female,Yes,Married,88,\N,2,1,27,Others,67,AK,179,1,No,No,0.73,1722,861,0,2015,1
57,232241,0.01,0.01,4251089385,5042,Yes,Bachelor or equivalent,Female,Yes,Married,88,\N,2,1,27,Others,67,AK,179,1,No,No,0.73,5628,938,0,2015,2
20,93141,0.07,0.01,4251024576,5043,Yes,Master or equivalent,Male,Yes,Married,26,\N,3,7,46,Technology Related Job,240,AZ,376,16,No,No,0.19,3419,683,0,2015,1
20,93141,0.07,0.01,4251024576,5043,Yes,Master or equivalent,Male,Yes,Married,26,\N,3,7,46,Technology Related Job,240,AZ,376,16,No,No,0.19,2115,705,0,2015,2
35,91170,0.01,0.03,4251038736,5044,Yes,High School or below,Female,Yes,Single,33,\N,2,4,86,Others,100,MD,379,126,No,No,0.4,1809,603,0,2015,1
35,91170,0.01,0.03,4251038736,5044,Yes,High School or below,Female,Yes,Single,33,\N,2,4,86,Others,100,MD,379,126,No,No,0.4,2748,687,0,2015,2
35,91170,0.01,0.03,4251038736,5044,Yes,High School or below,Female,Yes,Single,33,\N,2,4,86,Others,100,MD,379,126,No,No,0.4,162,162,0,2015,3
66,202071,0,0.03,4251063976,5045,Yes,High School or below,Male,Yes,Single,91,\N,3,2,5,Technology Related Job,272,MI,76,141,No,No,0.86,2930,732,0,2015,1
66,202071,0,0.03,4251063976,5045,Yes,High School or below,Male,Yes,Single,91,\N,3,2,5,Technology Related Job,272,MI,76,141,No,No,0.86,3586,597,0,2015,2
14,200100,0.02,0.01,4251064388,5046,Yes,High School or below,Male,No,Single,99,\N,2,7,45,Others,132,RI,79,1,No,Yes,0.07,3767,538,0,2015,1
14,200100,0.02,0.01,4251064388,5046,Yes,High School or below,Male,No,Single,99,\N,2,7,45,Others,132,RI,79,1,No,Yes,0.07,2951,983,0,2015,2
44,61000,0,0.01,4251070359,5047,Yes,High School or below,Female,Yes,Single,37,\N,3,5,64,Technology Related Job,305,SD,276,16,No,No,0.52,707,707,1,2015,1
44,61000,0,0.01,4251070359,5047,Yes,High School or below,Female,Yes,Single,37,\N,3,5,64,Technology Related Job,305,SD,276,16,No,No,0.52,4286,1071,1,2015,2
60,59029,0.02,0.03,4251035384,5048,Yes,High School or below,Female,Yes,Married,44,\N,1,2,4,Others,165,DE,280,126,No,No,0.73,4710,785,0,2015,1
60,59029,0.02,0.03,4251035384,5048,Yes,High School or below,Female,Yes,Married,44,\N,1,2,4,Others,165,DE,280,126,No,No,0.73,5583,797,0,2015,2
22,169929,0,0.03,4251059999,5049,Yes,Bachelor or equivalent,Male,Yes,Married,102,\N,3,0,23,Technology Related Job,337,FL,477,141,No,No,0.19,4794,799,0,2015,1
22,169929,0,0.03,4251059999,5049,Yes,Bachelor or equivalent,Male,Yes,Married,102,\N,3,0,23,Technology Related Job,337,FL,477,141,No,No,0.19,976,488,0,2015,2
38,167958,0.02,0.01,4251076587,5050,Yes,Bachelor or equivalent,Female,Yes,Single,110,\N,1,5,63,Others,198,MT,480,1,No,No,0.4,3492,582,0,2015,1
38,167958,0.02,0.01,4251076587,5050,Yes,Bachelor or equivalent,Female,Yes,Single,110,\N,1,5,63,Others,198,MT,480,1,No,No,0.4,2739,684,0,2015,2
69,28859,0,0.01,4251033032,5051,Yes,Bachelor or equivalent,Male,No,Married,47,\N,2,3,82,Technology Related Job,370,NV,177,16,No,No,0.86,406,203,0,2015,1
69,28859,0,0.01,4251033032,5051,Yes,Bachelor or equivalent,Male,No,Married,47,\N,2,3,82,Technology Related Job,370,NV,177,16,No,No,0.86,2814,562,0,2015,2
16,26888,0.02,0.03,4251079459,5052,Yes,PhD or equivalent,Male,Yes,Single,55,\N,1,0,22,Others,230,VT,180,126,No,No,0.07,3726,745,0,2015,1
16,26888,0.02,0.03,4251079459,5052,Yes,PhD or equivalent,Male,Yes,Single,55,\N,1,0,22,Others,230,VT,180,126,No,No,0.07,2688,896,0,2015,2
16,26888,0.02,0.03,4251079459,5052,Yes,PhD or equivalent,Male,Yes,Single,55,\N,1,0,22,Others,230,VT,180,126,No,No,0.07,889,889,0,2015,3
47,137788,0.01,0.03,4251099783,5053,Yes,High School or below,Female,Yes,Single,113,\N,2,6,41,Technology Related Job,402,WA,377,141,No,No,0.52,2791,697,0,2015,1
47,137788,0.01,0.03,4251099783,5053,Yes,High School or below,Female,Yes,Single,113,\N,2,6,41,Technology Related Job,402,WA,377,141,No,No,0.52,4075,1018,0,2015,2
63,135817,0.03,0.01,4251039051,5054,Yes,High School or below,Male,Yes,Married,0,\N,1,3,81,Others,263,IN,380,1,No,No,0.73,8369,836,0,2015,1
63,135817,0.03,0.01,4251039051,5054,Yes,High School or below,Male,Yes,Married,0,\N,1,3,81,Others,263,IN,380,1,No,No,0.73,2761,690,0,2015,2
25,246718,0.01,0.01,4251045313,5055,Yes,High School or below,Female,Yes,Married,58,\N,2,1,0,Technology Related Job,435,IA,77,16,No,No,0.19,3171,792,0,2015,1
25,246718,0.01,0.01,4251045313,5055,Yes,High School or below,Female,Yes,Married,58,\N,2,1,0,Technology Related Job,435,IA,77,16,No,No,0.19,3711,618,0,2015,2
41,244746,0.03,0.03,4251025710,5056,Yes,High School or below,Female,Yes,Married,66,\N,0,6,40,Others,295,NY,81,126,No,No,0.4,4406,734,0,2015,1
41,244746,0.03,0.03,4251025710,5056,Yes,High School or below,Female,Yes,Married,66,\N,0,6,40,Others,295,NY,81,126,No,No,0.4,1873,624,0,2015,2
71,105647,0.01,0.03,4251054934,5057,Yes,Bachelor or equivalent,Male,Yes,Married,4,\N,2,4,58,Technology Related Job,468,ND,278,141,Yes,No,0.86,6073,867,0,2015,1
71,105647,0.01,0.03,4251054934,5057,Yes,Bachelor or equivalent,Male,Yes,Married,4,\N,2,4,58,Technology Related Job,468,ND,278,141,Yes,No,0.86,2166,433,0,2015,2
19,103676,0.03,0.01,4251100373,5058,Yes,Bachelor or equivalent,Male,Yes,Single,11,\N,0,2,99,Others,328,AL,281,1,No,No,0.07,2274,568,0,2015,1
19,103676,0.03,0.01,4251100373,5058,Yes,Bachelor or equivalent,Male,Yes,Single,11,\N,0,2,99,Others,328,AL,281,1,No,No,0.07,3904,976,0,2015,2
50,214576,0.01,0.01,4251096152,5059,Yes,Bachelor or equivalent,Female,Yes,Single,69,\N,1,7,17,Technology Related Job,0,AZ,478,16,No,Yes,0.53,2263,754,0,2015,1
50,214576,0.01,0.01,4251096152,5059,Yes,Bachelor or equivalent,Female,Yes,Single,69,\N,1,7,17,Technology Related Job,0,AZ,478,16,No,Yes,0.53,2891,481,0,2015,2
50,214576,0.01,0.01,4251096152,5059,Yes,Bachelor or equivalent,Female,Yes,Single,69,\N,1,7,17,Technology Related Job,0,AZ,478,16,No,Yes,0.53,1352,1352,0,2015,3
66,212605,0.03,0.03,4251063508,5060,Yes,Master or equivalent,Male,No,Married,76,\N,0,5,58,Others,360,MD,481,126,No,No,0.74,6244,780,0,2015,1
66,212605,0.03,0.03,4251063508,5060,Yes,Master or equivalent,Male,No,Married,76,\N,0,5,58,Others,360,MD,481,126,No,No,0.74,3975,993,0,2015,2
28,73506,0.02,0.03,4251042409,5061,Yes,PhD or equivalent,Female,Yes,Single,14,\N,1,2,76,Technology Related Job,33,MA,178,141,No,No,0.19,1851,617,0,2015,1
28,73506,0.02,0.03,4251042409,5061,Yes,PhD or equivalent,Female,Yes,Single,14,\N,1,2,76,Technology Related Job,33,MA,178,141,No,No,0.19,5047,560,0,2015,2
44,71535,0.04,0,4251020334,5062,Yes,High School or below,Female,Yes,Married,22,\N,3,0,17,Others,393,PA,182,1,No,No,0.4,5731,716,0,2015,1
44,71535,0.04,0,4251020334,5062,Yes,High School or below,Female,Yes,Married,22,\N,3,0,17,Others,393,PA,182,1,No,No,0.4,2396,798,0,2015,2
74,182435,0.02,0.01,4251089501,5063,Yes,High School or below,Male,Yes,Married,80,\N,1,5,35,Technology Related Job,65,SC,379,16,No,No,0.86,1265,421,0,2015,1
74,182435,0.02,0.01,4251089501,5063,Yes,High School or below,Male,Yes,Married,80,\N,1,5,35,Technology Related Job,65,SC,379,16,No,No,0.86,1889,944,0,2015,2
22,180464,0.04,0.02,4251020641,5064,Yes,High School or below,Male,Yes,Single,87,\N,3,3,76,Others,425,CT,382,126,No,No,0.07,3535,589,0,2015,1
22,180464,0.04,0.02,4251020641,5064,Yes,High School or below,Male,Yes,Single,87,\N,3,3,76,Others,425,CT,382,126,No,No,0.07,5688,711,0,2015,2
52,41364,0.02,0.03,4251021453,5065,Yes,High School or below,Female,No,Single,25,\N,0,0,94,Technology Related Job,98,FL,79,141,No,No,0.53,9353,1039,0,2015,1
52,41364,0.02,0.03,4251021453,5065,Yes,High School or below,Female,No,Single,25,\N,0,0,94,Technology Related Job,98,FL,79,141,No,No,0.53,5762,720,0,2015,2
68,39393,0.04,0,4251059762,5066,Yes,Bachelor or equivalent,Male,No,Single,33,\N,3,6,35,Others,458,MT,82,1,No,No,0.74,3333,666,1,2015,1
68,39393,0.04,0,4251059762,5066,Yes,Bachelor or equivalent,Male,No,Single,33,\N,3,6,35,Others,458,MT,82,1,No,No,0.74,2547,849,1,2015,2
31,150294,0.02,0.01,4251068608,5067,Yes,Bachelor or equivalent,Female,Yes,Single,91,\N,0,3,53,Technology Related Job,130,NE,279,16,No,No,0.19,2313,771,0,2015,1
31,150294,0.02,0.01,4251068608,5067,Yes,Bachelor or equivalent,Female,Yes,Single,91,\N,0,3,53,Technology Related Job,130,NE,279,16,No,No,0.19,6265,626,0,2015,2
47,148323,0.04,0.02,4251028165,5068,Yes,Master or equivalent,Female,Yes,Married,98,\N,3,1,94,Others,491,UT,283,126,No,Yes,0.4,5376,672,0,2015,1
47,148323,0.04,0.02,4251028165,5068,Yes,Master or equivalent,Female,Yes,Married,98,\N,3,1,94,Others,491,UT,283,126,No,Yes,0.4,4164,832,0,2015,2
47,148323,0.04,0.02,4251028165,5068,Yes,Master or equivalent,Female,Yes,Married,98,\N,3,1,94,Others,491,UT,283,126,No,Yes,0.4,696,696,0,2015,3
77,9223,0.03,0.03,4251015298,5069,Yes,Master or equivalent,Male,Yes,Married,36,\N,0,6,12,Technology Related Job,163,VA,480,141,No,No,0.86,4487,641,0,2015,1
77,9223,0.03,0.03,4251015298,5069,Yes,Master or equivalent,Male,Yes,Married,36,\N,0,6,12,Technology Related Job,163,VA,480,141,No,No,0.86,4918,819,0,2015,2
25,7252,0.05,0,4251088225,5070,Yes,High School or below,Male,Yes,Single,43,\N,2,4,52,Others,23,IL,483,1,No,No,0.07,3416,683,0,2015,1
25,7252,0.05,0,4251088225,5070,Yes,High School or below,Male,Yes,Single,43,\N,2,4,52,Others,23,IL,483,1,No,No,0.07,6405,711,0,2015,2
55,118152,0.03,0.01,4251056741,5071,Yes,High School or below,Female,Yes,Married,101,\N,0,2,71,Technology Related Job,195,IA,180,16,No,No,0.53,4553,569,0,2015,1
55,118152,0.03,0.01,4251056741,5071,Yes,High School or below,Female,Yes,Married,101,\N,0,2,71,Technology Related Job,195,IA,180,16,No,No,0.53,4498,642,0,2015,2
71,116181,0.05,0.02,4251076641,5072,Yes,High School or below,Male,Yes,Single,109,\N,2,7,11,Others,56,NY,183,126,No,No,0.74,4244,606,0,2015,1
71,116181,0.05,0.02,4251076641,5072,Yes,High School or below,Male,Yes,Single,109,\N,2,7,11,Others,56,NY,183,126,No,No,0.74,2926,975,0,2015,2
34,227082,0.03,0.03,4251079546,5073,Yes,High School or below,Female,Yes,Single,47,\N,3,5,30,Technology Related Job,228,NC,380,141,No,No,0.19,5016,836,0,2015,1
34,227082,0.03,0.03,4251079546,5073,Yes,High School or below,Female,Yes,Single,47,\N,3,5,30,Technology Related Job,228,NC,380,141,No,No,0.19,1734,289,0,2015,2
34,227082,0.03,0.03,4251079546,5073,Yes,High School or below,Female,Yes,Single,47,\N,3,5,30,Technology Related Job,228,NC,380,141,No,No,0.19,516,516,0,2015,3
49,225111,0.05,0,4251091955,5074,Yes,Bachelor or equivalent,Female,No,Married,54,\N,2,2,70,Others,88,WY,384,1,No,No,0.41,8755,1094,0,2015,1
49,225111,0.05,0,4251091955,5074,Yes,Bachelor or equivalent,Female,No,Married,54,\N,2,2,70,Others,88,WY,384,1,No,No,0.41,1407,703,0,2015,2
12,86011,0.03,0.01,4251015644,5075,Yes,Bachelor or equivalent,Male,Yes,Married,112,\N,3,0,89,Technology Related Job,261,AK,80,16,No,No,0.86,7069,785,0,2015,1
12,86011,0.03,0.01,4251015644,5075,Yes,Bachelor or equivalent,Male,Yes,Married,112,\N,3,0,89,Technology Related Job,261,AK,80,16,No,No,0.86,8489,1061,0,2015,2
28,84040,0.05,0.02,4251041398,5076,Yes,Master or equivalent,Male,Yes,Married,0,\N,2,5,29,Others,121,ME,84,126,No,No,0.07,156,156,0,2015,1
28,84040,0.05,0.02,4251041398,5076,Yes,Master or equivalent,Male,Yes,Married,0,\N,2,5,29,Others,121,ME,84,126,No,No,0.07,2096,524,0,2015,2
